no,provinsi,kab,kecamatan,desa,nik,nama,penghasilan_bulan,jumlah_tanggung_jawab,umur,ibu_hamil,lanjut_usia,disabilitas,jumlah_motor,jumlah_mobil,bpnt,bst,pkh
156,JAWA BARAT,BANDUNG,BATU NUNGGAL,BINONG,1.62803E+15,Berni Moroney,3000000,4,63,TIDAK,YA,TIDAK,1,0,YA,YA,YA
157,JAWA BARAT,BANDUNG,BATU NUNGGAL,BINONG,1.66509E+15,Scottie Jeannin,2500000,3,50,YA,TIDAK,TIDAK,4,1,YA,YA,YA
158,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.68808E+15,Ambrosio Holdall,1000000,2,38,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
159,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.64904E+15,Melany Bartusek,4000000,6,79,TIDAK,YA,YA,0,2,YA,YA,YA
160,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.66503E+15,Cecilius Orpwood,1000000,3,60,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
161,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.68901E+15,Phillida Dyke,500000,7,69,TIDAK,YA,TIDAK,3,2,YA,YA,YA
162,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.61406E+15,Danna Fernehough,1500000,1,59,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
163,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.62508E+15,Marjie Rowledge,1000000,2,23,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
164,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.66708E+15,Alfreda Brent,1500000,3,42,YA,TIDAK,TIDAK,3,0,YA,YA,YA
165,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.62203E+15,Thekla Edensor,3500000,9,28,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
166,JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,1.66007E+15,Kacey Carneck,2500000,7,62,TIDAK,YA,TIDAK,1,1,YA,YA,YA
167,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.68402E+15,Kalle Grist,1000000,8,52,TIDAK,TIDAK,YA,5,2,YA,YA,YA
168,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.64503E+15,Livia Witherow,500000,4,48,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
169,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.68804E+15,Anatole Chasen,1000000,9,71,TIDAK,YA,TIDAK,3,0,YA,YA,YA
170,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.6621E+15,Arleyne Mugford,500000,9,72,TIDAK,YA,TIDAK,6,2,YA,YA,YA
171,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.69804E+15,Amara Skoyles,1000000,4,68,TIDAK,YA,TIDAK,3,1,YA,YA,YA
172,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.62912E+15,Lorna Kohen,500000,9,45,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
173,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.65506E+15,Shalne Juszczak,3500000,3,47,YA,TIDAK,TIDAK,4,2,YA,YA,YA
174,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.61408E+15,Tera Peirce,1000000,5,66,TIDAK,YA,TIDAK,2,1,YA,YA,YA
175,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.66907E+15,Lani Terran,500000,2,43,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
176,JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,1.65601E+15,Cooper Possell,1000000,6,33,TIDAK,TIDAK,YA,2,0,YA,YA,YA
177,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.66402E+15,Waverly Collinson,1000000,3,50,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
178,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.6971E+15,Kelli Gorring,500000,7,40,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
179,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.66905E+15,Orville Posselwhite,1000000,7,28,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
180,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.69608E+15,Tamas Nevill,500000,8,67,TIDAK,YA,TIDAK,1,1,YA,YA,YA
181,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.63612E+15,Myrle Heustice,500000,7,63,TIDAK,YA,TIDAK,3,2,YA,YA,YA
182,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.6061E+15,Jacobo Esposita,1000000,1,60,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
183,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.62106E+15,Mei Oxenham,1000000,2,55,YA,TIDAK,TIDAK,3,2,YA,YA,YA
184,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.60102E+15,Patience Gaukrodge,1500000,4,28,TIDAK,TIDAK,YA,2,1,YA,YA,YA
185,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.68007E+15,Clarence Colnett,2500000,6,58,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
186,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.63401E+15,Darin Ipsgrave,1000000,1,55,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
187,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.69611E+15,Alyssa Vellacott,1500000,5,44,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
188,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.62708E+15,Thorsten Kull,3500000,9,69,TIDAK,YA,TIDAK,0,0,YA,YA,YA
189,JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,1.60009E+15,Eamon Manning,3000000,2,74,TIDAK,YA,TIDAK,4,2,YA,YA,YA
190,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.62009E+15,Elva Floyed,3500000,6,80,TIDAK,YA,TIDAK,0,2,YA,YA,YA
191,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.66109E+15,Patricio Brimble,1000000,8,28,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
192,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.6901E+15,Enos Czajkowska,1000000,2,47,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
193,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.62407E+15,Abdel Ingre,1000000,6,71,TIDAK,YA,YA,2,2,YA,YA,YA
194,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.69711E+15,Leighton Burgen,1000000,8,39,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
195,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.6601E+15,Marisa Mathiassen,500000,8,77,TIDAK,YA,TIDAK,4,1,YA,YA,YA
196,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.64309E+15,Brig Kase,1000000,9,70,TIDAK,YA,TIDAK,0,1,YA,YA,YA
197,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.65406E+15,Richart Twinberrow,3000000,7,73,YA,YA,TIDAK,1,2,YA,YA,YA
198,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.64103E+15,Mimi Willbond,4000000,6,35,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
199,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.60304E+15,Carry Humbles,500000,5,32,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
200,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.62802E+15,Juan Bakes,1000000,1,26,TIDAK,TIDAK,YA,1,2,YA,YA,YA
201,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.66004E+15,Melina Christer,500000,2,51,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
202,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.62908E+15,Leonard Edworthye,1000000,8,43,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
203,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.69606E+15,Far Vankin,4000000,5,51,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
204,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.60502E+15,Granny Arzu,500000,6,60,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
205,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.66605E+15,Winnifred Longrigg,1000000,1,53,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
206,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.63703E+15,Shelly Clashe,1000000,2,52,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
207,JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,1.65006E+15,Mike Szantho,1000000,8,28,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
208,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.63901E+15,Klara Blackford,1500000,1,63,TIDAK,YA,TIDAK,0,2,YA,YA,YA
209,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.69309E+15,Curtis Keetley,1500000,6,59,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
210,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.67203E+15,Sella Chatterton,2500000,4,61,TIDAK,YA,YA,4,1,YA,YA,YA
211,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.68605E+15,Paule Southcombe,1000000,3,44,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
212,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.68012E+15,Annnora Perrott,1500000,8,46,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
213,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.69011E+15,Maudie Usmar,1000000,5,45,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
214,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.64404E+15,Teador Bartolomucci,3000000,9,47,YA,TIDAK,TIDAK,0,1,YA,YA,YA
215,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.6421E+15,Xaviera Harris,1000000,1,43,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
216,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.63009E+15,Hermina Girault,3500000,7,38,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
217,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.60806E+15,Anette Hainge,1500000,5,24,TIDAK,TIDAK,YA,6,2,YA,YA,YA
218,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.61312E+15,Darice Finnick,1000000,5,79,TIDAK,YA,TIDAK,4,1,YA,YA,YA
219,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.62107E+15,Nicolais Forge,2500000,7,41,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
220,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.6181E+15,Haywood Meriguet,3000000,1,25,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
221,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.67912E+15,Quinlan Furlonge,1500000,6,77,TIDAK,YA,TIDAK,6,0,YA,YA,YA
222,JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,1.65805E+15,Jeannette Schumacher,3000000,6,48,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
223,JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,1.60112E+15,Tina Weaving,3000000,6,60,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
224,JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,1.63412E+15,Ashia Musso,1000000,9,31,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
225,JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,1.63701E+15,Fredra Hemerijk,1000000,6,29,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
226,JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,1.68602E+15,Catha De la Yglesia,3500000,9,23,TIDAK,TIDAK,YA,4,0,YA,YA,YA
227,JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,1.60506E+15,Betta Oxenham,3500000,6,78,TIDAK,YA,TIDAK,4,2,YA,YA,YA
228,JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,1.68503E+15,Elijah Whitelaw,500000,4,73,TIDAK,YA,TIDAK,6,1,YA,YA,YA
229,JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,1.62608E+15,Jazmin Sutehall,3000000,5,61,TIDAK,YA,TIDAK,2,1,YA,YA,YA
230,JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,1.62208E+15,Kally Mathely,1000000,4,68,TIDAK,YA,TIDAK,2,1,YA,YA,YA
231,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.61609E+15,Conny Milington,1000000,9,71,TIDAK,YA,TIDAK,5,2,YA,YA,YA
232,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.60912E+15,Meara Proppers,1000000,9,64,TIDAK,YA,TIDAK,0,1,YA,YA,YA
233,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.62007E+15,Ossie Cave,1500000,9,50,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
234,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.63312E+15,Rennie Angelo,3500000,7,68,TIDAK,YA,TIDAK,5,2,YA,YA,YA
235,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.60804E+15,Stearne Andrioletti,1000000,2,80,TIDAK,YA,YA,4,2,YA,YA,YA
236,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.61004E+15,Andeee Meese,1000000,2,80,TIDAK,YA,TIDAK,3,2,YA,YA,YA
237,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.62209E+15,Rosemarie Braun,1500000,6,57,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
238,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.68712E+15,Prudy Chartman,3000000,2,74,TIDAK,YA,TIDAK,6,1,YA,YA,YA
239,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.63108E+15,Guss Stuckford,1000000,1,61,TIDAK,YA,TIDAK,6,0,YA,YA,YA
240,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.66108E+15,Donnajean Asling,1000000,6,67,TIDAK,YA,TIDAK,3,1,YA,YA,YA
241,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.62501E+15,Zachary Fernie,3000000,4,78,TIDAK,YA,TIDAK,5,0,YA,YA,YA
242,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.64908E+15,Stacie Furlonge,3000000,9,25,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
243,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,1.60701E+15,Jeralee Siddle,500000,2,62,TIDAK,YA,TIDAK,6,2,YA,YA,YA
244,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.6511E+15,Marthe Robecon,1000000,4,26,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
245,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.62605E+15,Collie Cumes,1000000,5,80,TIDAK,YA,YA,0,2,YA,YA,YA
246,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.68603E+15,Jessy Imos,1000000,8,72,TIDAK,YA,TIDAK,1,1,YA,YA,YA
247,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.63304E+15,Vinita Glanester,1000000,8,68,TIDAK,YA,TIDAK,3,0,YA,YA,YA
248,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.66208E+15,Consuelo Moline,1000000,6,34,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
249,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.66501E+15,Ava Scholler,500000,2,42,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
250,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.69901E+15,Agathe Dollin,1500000,1,32,YA,TIDAK,TIDAK,2,0,YA,YA,YA
251,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.66907E+15,Elaina Skurray,1500000,8,49,YA,TIDAK,TIDAK,2,2,YA,YA,YA
252,JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,1.69409E+15,Demetris Huxster,1500000,2,60,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
253,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.68903E+15,Arman Phelipeaux,500000,6,40,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
254,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.60805E+15,Henrie Darycott,1000000,8,78,TIDAK,YA,TIDAK,4,2,YA,YA,YA
255,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.60711E+15,Axe Creech,3000000,7,41,TIDAK,TIDAK,YA,1,2,YA,YA,YA
256,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.64508E+15,Saunders Semour,1000000,1,73,TIDAK,YA,TIDAK,4,0,YA,YA,YA
257,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.6091E+15,Zola Ellsworthe,3500000,7,57,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
258,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.69302E+15,Omar Collie,500000,7,56,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
259,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.68107E+15,Amelina Riddle,1500000,1,50,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
260,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.6231E+15,Had Derle,1500000,5,40,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
261,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.64604E+15,Berkie Vischi,3500000,7,24,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
262,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.64504E+15,Christie Essex,2500000,8,67,TIDAK,YA,TIDAK,3,2,YA,YA,YA
263,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.60902E+15,Terri Boggs,1000000,9,62,TIDAK,YA,YA,3,2,YA,YA,YA
264,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.64207E+15,Dawn Drayn,4000000,4,32,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
265,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.63109E+15,Reine Noonan,1000000,9,66,TIDAK,YA,TIDAK,4,0,YA,YA,YA
266,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,1.61203E+15,Tish Collcott,1000000,6,75,TIDAK,YA,TIDAK,4,1,YA,YA,YA
267,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.68001E+15,Jerome Stonham,1000000,8,60,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
268,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.69402E+15,Stacy Garber,1500000,4,36,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
269,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.65306E+15,Emelia Arrigucci,1000000,3,37,YA,TIDAK,TIDAK,2,1,YA,YA,YA
270,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.65104E+15,Rudyard Biles,500000,7,63,TIDAK,YA,TIDAK,1,1,YA,YA,YA
271,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.64111E+15,Ofelia Gillbard,1000000,5,49,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
272,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.60308E+15,Mario Balchen,5000000,1,56,TIDAK,TIDAK,YA,2,1,YA,YA,YA
273,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.62108E+15,Phoebe Mepham,1000000,6,45,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
274,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.64002E+15,Annemarie Newlove,3500000,2,61,TIDAK,YA,TIDAK,2,1,YA,YA,YA
275,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.64004E+15,Nikki Frapwell,3500000,2,69,TIDAK,YA,TIDAK,4,2,YA,YA,YA
276,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.66501E+15,Rhody Idale,3000000,9,78,TIDAK,YA,TIDAK,0,2,YA,YA,YA
277,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.63107E+15,Linnet Amiss,1000000,7,36,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
278,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.68408E+15,Holly-anne Carek,1000000,5,29,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
279,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.67212E+15,Tracey Nelthorp,500000,5,26,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
280,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.64107E+15,Katerine Robertelli,1000000,9,54,TIDAK,TIDAK,YA,1,1,YA,YA,YA
281,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.67811E+15,Hatty Kief,2500000,9,78,TIDAK,YA,TIDAK,5,0,YA,YA,YA
282,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.62002E+15,Donavon Eyres,1000000,1,54,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
283,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,1.62303E+15,Pinchas Thirwell,4000000,9,77,TIDAK,YA,TIDAK,5,1,YA,YA,YA
284,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.61508E+15,Chucho MacCawley,1000000,3,46,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
285,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.61211E+15,Tomkin Taks,2500000,1,47,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
286,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.68803E+15,Byram Wibberley,1500000,2,78,TIDAK,YA,YA,3,1,YA,YA,YA
287,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.64406E+15,Cletus Jurick,1000000,4,76,TIDAK,YA,TIDAK,4,1,YA,YA,YA
288,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.64501E+15,Nappie Hainsworth,500000,9,38,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
289,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.65005E+15,Nadine Legge,1000000,3,51,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
290,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.67711E+15,Herculie Silkston,3500000,2,30,TIDAK,TIDAK,YA,4,1,YA,YA,YA
291,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.6341E+15,Stesha Beardsall,1000000,6,39,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
292,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.6101E+15,Mufinella Farfolomeev,1000000,4,38,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
293,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.65412E+15,Melesa Caldwall,1000000,7,59,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
294,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.64604E+15,Griselda Hounsome,500000,2,45,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
295,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.68209E+15,Michail Castilljo,500000,4,74,TIDAK,YA,TIDAK,4,2,YA,YA,YA
296,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.67205E+15,Vida Pasley,3000000,7,29,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
297,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.69612E+15,Dewie Kilpatrick,1000000,6,74,TIDAK,YA,YA,0,1,YA,YA,YA
298,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.66309E+15,Amalee Daice,3500000,1,51,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
299,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.66406E+15,Dreddy Staton,4000000,7,74,TIDAK,YA,TIDAK,3,1,YA,YA,YA
300,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.63912E+15,Leola Brigdale,500000,7,42,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
301,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.60205E+15,Sigfried Clitheroe,1000000,1,31,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
302,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.63208E+15,Travus Hazelby,1000000,9,66,TIDAK,YA,TIDAK,6,0,YA,YA,YA
303,JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,1.67907E+15,Cosetta Senton,2500000,1,78,TIDAK,YA,YA,5,0,YA,YA,YA
