provinsi,kabkota,kecamatan,desa,nik,nama,penghasilan,jmltj,umur,ibuhamil,lansia,disable,jmlmtr,jmlmob,bpnt,bst,pkh,layak
JAWA TENGAH,BANYUMAS,CILONGOK,KASEGERAN,8.12398E+12,Septi Agustina ,500000,6,55,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Usyi Suartini ,500000,1,67,TIDAK,YA,TIDAK,4,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Gamblang Tarihoran ,2500000,0,23,TIDAK,TIDAK,TIDAK,5,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,KARANGLEWAS,KEDIRI,8.12398E+12,Ismail Setiawan ,1000000,1,36,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Tania Lailasari ,4000000,2,29,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Ganep Damanik ,1000000,3,36,TIDAK,TIDAK,TIDAK,0,1,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BANYUMAS,AJIBARANG,Ciberung,8.12398E+12,Kasiyah Rahayu ,3500000,3,52,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,KALISUBE,8.12398E+12,Rudi Situmorang ,1000000,4,47,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KEBUMEN,8.12398E+12,Unjani Andriani ,3500000,3,74,TIDAK,YA,YA,5,0,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,CILONGOK,PEJOGOL,8.12398E+12,Irfan Budiyanto ,500000,1,74,TIDAK,YA,TIDAK,1,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Sarah Utami ,3000000,0,67,TIDAK,YA,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Lukita Situmorang ,1000000,4,68,TIDAK,YA,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Darmakradenan,8.12398E+12,Yuliana Fujiati ,1000000,3,38,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,KARANGRAU,8.12398E+12,Dina Purwanti ,4000000,1,47,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KEMUTUG KIDUL,8.12398E+12,Jamalia Purnawati ,1000000,5,57,TIDAK,TIDAK,YA,0,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,PANUSUPAN,8.12398E+12,Paramita Puspita ,1000000,2,62,YA,YA,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Yuni Riyanti ,1000000,0,51,TIDAK,TIDAK,TIDAK,1,2,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Liman Maryadi ,2500000,3,55,TIDAK,TIDAK,YA,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KARANGLEWAS,TAMANSARI,8.12398E+12,Rahmi Rahayu ,3000000,1,22,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Zamira Padmasari ,1500000,6,24,YA,TIDAK,TIDAK,3,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Safina Hariyah ,1000000,0,62,TIDAK,YA,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Jingkang,8.12398E+12,Raharja Thamrin ,1500000,0,43,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BANYUMAS,KEDUNGGEDE,8.12398E+12,Elvina Permata ,1500000,0,59,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGMANGU,8.12398E+12,Ibrani Narpati ,3000000,3,21,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,JATISABA,8.12398E+12,Gamblang Prasetyo ,1000000,3,70,TIDAK,YA,TIDAK,1,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Tari Rahimah ,2500000,1,21,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Hana Prastuti ,1000000,4,38,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Kalibenda,8.12398E+12,Kambali Rajasa ,1500000,4,64,TIDAK,YA,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,BINANGUN,8.12398E+12,Patricia Puspita ,500000,0,63,TIDAK,YA,TIDAK,2,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGSALAM,8.12398E+12,Mala Aryani ,1500000,0,31,YA,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,KASEGERAN,8.12398E+12,Malika Riyanti ,1000000,5,38,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Kasusra Megantara ,3500000,4,66,TIDAK,YA,TIDAK,5,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Salwa Rahimah ,1000000,2,33,TIDAK,TIDAK,TIDAK,3,2,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,KARANGLEWAS,KEDIRI,8.12398E+12,Karsana Jailani ,1500000,4,44,TIDAK,TIDAK,TIDAK,5,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Ayu Mulyani ,3500000,4,49,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Baktiono Winarno ,1000000,3,53,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Karangbawang,8.12398E+12,Cager Mustofa ,3000000,4,63,TIDAK,YA,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,DANARAJA,8.12398E+12,Ulya Anggraini ,1000000,6,32,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGTENGAH,8.12398E+12,Prima Hutapea ,1000000,0,57,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,PEJOGOL,8.12398E+12,Ian Hutagalung ,1500000,5,34,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Eluh Budiman ,1500000,1,64,TIDAK,YA,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Prayitna Anggriawan ,3500000,5,26,TIDAK,TIDAK,YA,2,2,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Kracak,8.12398E+12,Hartaka Wasita ,1000000,1,61,TIDAK,YA,TIDAK,2,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BANYUMAS,DAWUHAN,8.12398E+12,Uchita Maryati ,4000000,1,39,TIDAK,TIDAK,TIDAK,0,0,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KEBUMEN,8.12398E+12,Uda Haryanto ,3500000,6,26,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,CILONGOK,PANUSUPAN,8.12398E+12,Rika Purwanti ,5000000,0,38,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Aisyah Utami ,3500000,4,24,TIDAK,TIDAK,TIDAK,4,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Tari Yuniar ,1000000,1,35,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KARANGLEWAS,TAMANSARI,8.12398E+12,Farah Yuliarti ,3500000,2,46,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Salimah Kuswandari ,3500000,5,22,YA,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Malik Maheswara ,1000000,0,25,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Lesmana,8.12398E+12,Hamima Novitasari ,1000000,3,23,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BANYUMAS,KALISUBE,8.12398E+12,Fitriani Laksmiwati ,500000,3,58,YA,TIDAK,TIDAK,1,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BATURADEN,KEMUTUG KIDUL,8.12398E+12,Garang Hardiansyah ,3500000,6,67,TIDAK,YA,TIDAK,0,1,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,CILONGOK,JATISABA,8.12398E+12,Wasis Pradana ,500000,5,71,TIDAK,YA,TIDAK,2,0,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Ajeng Andriani ,1000000,2,40,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Paris Oktaviani ,3500000,0,59,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Pancasan,8.12398E+12,Widya Fujiati ,3000000,0,23,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,KARANGRAU,8.12398E+12,Muhammad Latupono ,500000,5,65,TIDAK,YA,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGMANGU,8.12398E+12,Rini Lestari ,500000,4,21,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,KASEGERAN,8.12398E+12,Bakti Adriansyah ,1000000,4,25,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Olivia Aryani ,1000000,1,61,YA,YA,TIDAK,3,0,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Cemeti Rajasa ,1000000,3,56,TIDAK,TIDAK,TIDAK,5,2,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,KARANGLEWAS,KEDIRI,8.12398E+12,Hasta Utama ,1000000,5,23,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Tina Pudjiastuti ,1000000,3,64,TIDAK,YA,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Rahmi Sudiati ,1000000,4,37,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Pancurendang,8.12398E+12,Nadine Wijayanti ,1000000,2,58,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BANYUMAS,KEDUNGGEDE,8.12398E+12,Aisyah Uyainah ,1000000,3,63,TIDAK,YA,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGSALAM,8.12398E+12,Balidin Maulana ,1000000,4,28,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,PEJOGOL,8.12398E+12,Ajeng Suartini ,1500000,1,44,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Vera Suartini ,1000000,0,28,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Lutfan Budiman ,1000000,1,64,YA,YA,TIDAK,4,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,AJIBARANG,Ajibarang Kulon,8.12398E+12,Kurnia Hutapea ,3500000,6,72,TIDAK,YA,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,BINANGUN,8.12398E+12,Vicky Nasyidah ,1000000,3,34,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGTENGAH,8.12398E+12,Baktianto Adriansyah ,1500000,7,42,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,PANUSUPAN,8.12398E+12,Martani Gunawan ,1000000,4,48,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Oliva Usamah ,1000000,3,61,TIDAK,YA,TIDAK,4,0,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Hani Widiastuti ,2500000,4,64,TIDAK,YA,TIDAK,5,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KARANGLEWAS,TAMANSARI,8.12398E+12,Halima Purwanti ,3000000,2,67,TIDAK,YA,YA,4,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Aurora Rahayu ,500000,5,25,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Joko Latupono ,500000,4,59,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Ajibarang Wetan,8.12398E+12,Cager Wibisono ,1000000,3,22,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,DANARAJA,8.12398E+12,Ajimat Zulkarnain ,1000000,6,60,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KEBUMEN,8.12398E+12,Endah Pratiwi ,1000000,5,48,TIDAK,TIDAK,YA,4,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,JATISABA,8.12398E+12,Bagya Wacana ,2500000,2,38,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Ina Rahmawati ,4000000,3,47,YA,TIDAK,TIDAK,1,1,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Ika Melani ,500000,5,40,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Banjarsari,8.12398E+12,Gadang Hardiansyah ,1500000,6,65,YA,YA,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,DAWUHAN,8.12398E+12,Elisa Lestari ,500000,6,39,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KEMUTUG KIDUL,8.12398E+12,Eja Kuswoyo ,3000000,3,35,TIDAK,TIDAK,YA,0,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,CILONGOK,KASEGERAN,8.12398E+12,Bahuwirya Tamba ,1000000,5,55,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Zulfa Usamah ,4000000,0,36,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Ana Halimah ,1000000,4,24,TIDAK,TIDAK,TIDAK,1,1,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,KARANGLEWAS,KEDIRI,8.12398E+12,Rika Sudiati ,1000000,4,23,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Garan Wijaya ,1500000,5,54,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Syahrini Zulaika ,1000000,6,25,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Ciberung,8.12398E+12,Murti Damanik ,1500000,0,28,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,KALISUBE,8.12398E+12,Balidin Gunawan ,3000000,5,66,TIDAK,YA,TIDAK,0,2,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGMANGU,8.12398E+12,Iriana Widiastuti ,3000000,3,32,TIDAK,TIDAK,TIDAK,4,0,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,CILONGOK,PEJOGOL,8.12398E+12,Dariati Wacana ,1000000,3,38,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Eli Hartati ,1000000,1,74,TIDAK,YA,TIDAK,5,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Baktianto Hutagalung ,1000000,4,73,TIDAK,YA,TIDAK,1,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,AJIBARANG,Darmakradenan,8.12398E+12,Galih Latupono ,1000000,1,37,TIDAK,TIDAK,TIDAK,5,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,KARANGRAU,8.12398E+12,Tania Oktaviani ,3000000,3,37,TIDAK,TIDAK,TIDAK,4,1,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGSALAM,8.12398E+12,Kuncara Salahudin ,1000000,1,23,TIDAK,TIDAK,TIDAK,3,2,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BANYUMAS,CILONGOK,PANUSUPAN,8.12398E+12,Alika Uyainah ,1000000,3,23,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Cakrajiya Nababan ,1500000,3,53,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Lili Haryanti ,1000000,4,40,TIDAK,TIDAK,TIDAK,4,1,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BANYUMAS,KARANGLEWAS,TAMANSARI,8.12398E+12,Harsana Habibi ,3500000,3,29,TIDAK,TIDAK,YA,5,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Jaswadi Latupono ,1000000,1,59,TIDAK,TIDAK,YA,1,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Najib Samosir ,1500000,7,23,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Jingkang,8.12398E+12,Ozy Dongoran ,500000,6,40,TIDAK,TIDAK,TIDAK,4,0,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,KEDUNGGEDE,8.12398E+12,Elisa Rahimah ,3500000,4,36,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGTENGAH,8.12398E+12,Opan Wibisono ,500000,5,38,TIDAK,TIDAK,YA,1,2,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,CILONGOK,JATISABA,8.12398E+12,Hamima Wulandari ,500000,5,62,TIDAK,YA,TIDAK,5,2,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Kani Handayani ,4000000,5,63,TIDAK,YA,TIDAK,1,1,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Hardana Haryanto ,1000000,5,49,YA,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Kalibenda,8.12398E+12,Vino Hidayat ,3000000,3,68,TIDAK,YA,TIDAK,4,2,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,BINANGUN,8.12398E+12,Mutia Pudjiastuti ,500000,2,34,YA,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KEBUMEN,8.12398E+12,Aisyah Kuswandari ,1500000,3,74,TIDAK,YA,TIDAK,1,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,KASEGERAN,8.12398E+12,Silvia Melani ,1000000,5,34,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Cager Irawan ,500000,3,41,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Cindy Hariyah ,1000000,2,72,TIDAK,YA,TIDAK,5,2,YA,YA,TIDAK,TIDAK
JAWA TENGAH,BANYUMAS,KARANGLEWAS,KEDIRI,8.12398E+12,Kayun Saefullah ,1000000,4,40,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Prabu Tampubolon ,1000000,4,72,YA,YA,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Uli Rahayu ,1000000,5,43,TIDAK,TIDAK,TIDAK,1,0,YA,YA,TIDAK,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Karangbawang,8.12398E+12,Maya Hartati ,5000000,3,34,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,BANYUMAS,DANARAJA,8.12398E+12,Jindra Hardiansyah ,3000000,5,74,TIDAK,YA,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KEMUTUG KIDUL,8.12398E+12,Emas Hutapea ,1000000,0,57,TIDAK,TIDAK,TIDAK,5,0,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,CILONGOK,PEJOGOL,8.12398E+12,Daruna Firmansyah ,3500000,0,55,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Putu Iswahyudi ,1000000,2,45,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,KALIBAGOR,KARANGDADAP,8.12398E+12,Ida Riyanti ,3500000,5,52,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Kracak,8.12398E+12,Maryanto Wacana ,1500000,4,28,TIDAK,TIDAK,TIDAK,5,1,YA,TIDAK,TIDAK,TIDAK
JAWA TENGAH,BANYUMAS,BANYUMAS,DAWUHAN,8.12398E+12,Carla Padmasari ,1000000,4,39,YA,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGMANGU,8.12398E+12,Alambana Prabowo ,1000000,2,74,TIDAK,YA,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,CILONGOK,PANUSUPAN,8.12398E+12,Sabrina Oktaviani ,1000000,0,40,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,GUMELAR,KARANGKEMOJING,8.12398E+12,Edison Wahyudin ,1000000,0,34,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KALIBAGOR,PAJERUKAN,8.12398E+12,Aslijan Hidayat ,1500000,4,26,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KARANGLEWAS,TAMANSARI,8.12398E+12,Kemal Kuswoyo ,1500000,0,71,TIDAK,YA,TIDAK,3,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEBASEN,KEBASEN,8.12398E+12,Maimunah Astuti ,2500000,2,70,TIDAK,YA,TIDAK,1,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,KEMBARAN,KEMBARAN,8.12398E+12,Lega Zulkarnain ,1000000,0,62,TIDAK,YA,TIDAK,3,0,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,AJIBARANG,Lesmana,8.12398E+12,Jane Widiastuti ,1000000,0,65,TIDAK,YA,TIDAK,4,1,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BANYUMAS,KALISUBE,8.12398E+12,Malik Irawan ,2500000,4,61,TIDAK,YA,TIDAK,2,2,YA,YA,YA,YA
JAWA TENGAH,BANYUMAS,BATURADEN,KARANGSALAM,8.12398E+12,Putri Mardhiyah ,4000000,3,68,YA,YA,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA TENGAH,BANYUMAS,CILONGOK,JATISABA,8.12398E+12,Kacung Anggriawan ,1000000,7,61,TIDAK,YA,TIDAK,4,0,YA,TIDAK,TIDAK,YA
JAWA TENGAH,BANYUMAS,GUMELAR,PANINGKABAN,8.12398E+12,Bajragin Setiawan ,1000000,1,23,YA,TIDAK,TIDAK,0,1,YA,YA,YA,YA
